trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.95, 'e': 0.933407994804752}",30,0,-103.03400370481192,"{0: 17, 1: 4, 2: 8, 3: 1, 4: 0}",0
368,False,"{'a': 0.95, 'e': 0.9330487113337409}",25,0,-99.75099006536793,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
369,False,"{'a': 0.95, 'e': 0.9326884948140962}",30,0,-112.47951510413603,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
370,False,"{'a': 0.95, 'e': 0.9323273456060345}",20,0,-52.79590564906509,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
371,False,"{'a': 0.95, 'e': 0.9319652640707048}",20,0,-67.74149224922863,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
372,False,"{'a': 0.95, 'e': 0.9316022505701886}",20,0,-136.57943085129997,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
373,False,"{'a': 0.95, 'e': 0.9312383054674996}",20,0,-132.29706657863667,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
374,False,"{'a': 0.95, 'e': 0.9308734291265828}",30,7,-171.38003706517324,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 3}",1
375,False,"{'a': 0.95, 'e': 0.9305076219123143}",25,0,-102.41149632682942,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
376,False,"{'a': 0.95, 'e': 0.9301408841905014}",30,9,-116.08125022978834,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 2}",1
377,False,"{'a': 0.95, 'e': 0.929773216327882}",20,0,-138.10979179891984,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
378,False,"{'a': 0.95, 'e': 0.9294046186921237}",20,0,-154.615450422457,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
379,False,"{'a': 0.95, 'e': 0.9290350916518241}",20,0,-55.368879596340065,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
380,False,"{'a': 0.95, 'e': 0.9286646355765102}",25,0,-155.26761782762628,"{0: 11, 1: 4, 2: 7, 3: 2, 4: 1}",0
381,False,"{'a': 0.95, 'e': 0.9282932508366383}",20,5,-15.734113705855716,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
382,False,"{'a': 0.95, 'e': 0.9279209378035927}",20,10,-50.90359697804443,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
383,False,"{'a': 0.95, 'e': 0.9275476968496869}",25,0,-129.09116332048083,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
384,False,"{'a': 0.95, 'e': 0.9271735283481612}",25,5,-106.84328229211111,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",1
385,False,"{'a': 0.95, 'e': 0.9267984326731847}",25,0,-33.343650457662854,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
386,False,"{'a': 0.95, 'e': 0.9264224101998526}",20,0,-87.93788436315255,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
387,False,"{'a': 0.95, 'e': 0.9260454613041876}",20,0,-45.016536280935476,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
388,False,"{'a': 0.95, 'e': 0.9256675863631385}",30,0,-215.8822025290683,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 3}",0
389,False,"{'a': 0.95, 'e': 0.9252887857545801}",20,0,-95.4446337227734,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
390,False,"{'a': 0.95, 'e': 0.9249090598573131}",20,0,-1.7997116495451586,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
391,False,"{'a': 0.95, 'e': 0.9245284090510633}",20,0,-89.27707991281561,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
392,False,"{'a': 0.95, 'e': 0.9241468337164814}",30,0,-121.50000872868911,"{0: 16, 1: 4, 2: 8, 3: 2, 4: 0}",0
393,False,"{'a': 0.95, 'e': 0.9237643342351429}",30,0,-252.81941224333812,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 5}",0
394,False,"{'a': 0.95, 'e': 0.9233809109895471}",25,5,-96.9927946476775,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",1
395,False,"{'a': 0.95, 'e': 0.9229965643631173}",25,0,-45.00116723157994,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
396,False,"{'a': 0.95, 'e': 0.9226112947402}",20,0,-211.29951820587567,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
397,False,"{'a': 0.95, 'e': 0.9222251025060648}",20,0,-48.13226696309117,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
398,False,"{'a': 0.95, 'e': 0.9218379880469041}",20,0,-59.05373689660185,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
399,False,"{'a': 0.95, 'e': 0.921449951749832}",30,0,-152.13323417436013,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
400,False,"{'a': 0.95, 'e': 0.9210609940028851}",30,0,-126.63855115227605,"{0: 16, 1: 5, 2: 8, 3: 0, 4: 1}",1
401,False,"{'a': 0.95, 'e': 0.9206711151950209}",20,0,-40.51946485867225,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
402,False,"{'a': 0.95, 'e': 0.9202803157161181}",20,0,-113.39940278029874,"{0: 11, 1: 0, 2: 6, 3: 3, 4: 0}",0
403,False,"{'a': 0.95, 'e': 0.9198885959569765}",25,0,-67.32203616972576,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
404,False,"{'a': 0.95, 'e': 0.9194959563093155}",25,0,-50.623742611921344,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
405,False,"{'a': 0.95, 'e': 0.9191023971657747}",30,0,-59.229707470247476,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
406,False,"{'a': 0.95, 'e': 0.9187079189199134}",20,0,-101.39037281592579,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
407,False,"{'a': 0.95, 'e': 0.9183125219662098}",20,0,-45.07145617737196,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
408,False,"{'a': 0.95, 'e': 0.9179162067000607}",30,4,-135.1484634290298,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 2}",1
409,False,"{'a': 0.95, 'e': 0.9175189735177814}",20,0,-168.00451239971176,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
410,False,"{'a': 0.95, 'e': 0.9171208228166051}",25,0,-100.81607187500472,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
411,False,"{'a': 0.95, 'e': 0.9167217549946823}",20,0,-136.12502394315896,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
412,False,"{'a': 0.95, 'e': 0.916321770451081}",35,0,-274.2271008846019,"{0: 16, 1: 8, 2: 5, 3: 2, 4: 4}",0
413,False,"{'a': 0.95, 'e': 0.9159208695857856}",25,0,-176.21275959454888,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
414,False,"{'a': 0.95, 'e': 0.9155190527996969}",20,0,-73.76223278817469,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
415,False,"{'a': 0.95, 'e': 0.9151163204946318}",35,0,-100.14656254839537,"{0: 21, 1: 4, 2: 10, 3: 0, 4: 0}",0
416,False,"{'a': 0.95, 'e': 0.9147126730733223}",20,0,-62.990967407633526,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
417,False,"{'a': 0.95, 'e': 0.914308110939416}",30,0,-187.606015141375,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
418,False,"{'a': 0.95, 'e': 0.913902634497475}",20,0,-74.14830214577127,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
419,False,"{'a': 0.95, 'e': 0.9134962441529757}",25,0,-98.43374014906867,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
420,False,"{'a': 0.95, 'e': 0.9130889403123083}",25,0,-134.43569013928163,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
421,False,"{'a': 0.95, 'e': 0.9126807233827767}",20,0,-38.09761847829357,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
422,False,"{'a': 0.95, 'e': 0.9122715937725977}",25,0,-138.79532144095216,"{0: 16, 1: 1, 2: 3, 3: 4, 4: 1}",0
423,False,"{'a': 0.95, 'e': 0.911861551890901}",25,0,-103.05135298385017,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
424,False,"{'a': 0.95, 'e': 0.9114505981477284}",25,0,-118.83370125356826,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
425,False,"{'a': 0.95, 'e': 0.9110387329540337}",20,0,-43.6127713032218,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
426,False,"{'a': 0.95, 'e': 0.9106259567216819}",30,2,-210.70087443391773,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 4}",1
427,False,"{'a': 0.95, 'e': 0.9102122698634492}",20,0,-102.74725578595562,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
428,False,"{'a': 0.95, 'e': 0.9097976727930226}",25,3,-104.44553002316985,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
429,False,"{'a': 0.95, 'e': 0.9093821659249989}",30,0,-250.1655995314057,"{0: 15, 1: 2, 2: 9, 3: 0, 4: 4}",0
430,False,"{'a': 0.95, 'e': 0.9089657496748851}",25,8,-104.05018292949747,"{0: 10, 1: 0, 2: 4, 3: 2, 4: 1}",1
431,False,"{'a': 0.95, 'e': 0.9085484244590974}",20,0,-115.71713020354264,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
432,False,"{'a': 0.95, 'e': 0.9081301906949609}",20,0,-132.53227537795632,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
433,False,"{'a': 0.95, 'e': 0.9077110488007095}",20,0,-40.486623975379345,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
434,False,"{'a': 0.95, 'e': 0.9072909991954848}",25,0,-141.93314551259513,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
435,False,"{'a': 0.95, 'e': 0.9068700422993367}",20,0,-134.43991700915555,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
436,False,"{'a': 0.95, 'e': 0.9064481785332217}",25,0,-130.56929530620235,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
437,False,"{'a': 0.95, 'e': 0.9060254083190037}",30,6,-99.64405292910983,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 2}",1
438,False,"{'a': 0.95, 'e': 0.9056017320794529}",30,2,-90.69544583792566,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 2}",1
439,False,"{'a': 0.95, 'e': 0.9051771502382456}",25,0,-127.39572335532083,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
440,False,"{'a': 0.95, 'e': 0.9047516632199635}",20,0,9.770025856404024,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
441,False,"{'a': 0.95, 'e': 0.9043252714500934}",35,0,-221.47404532331186,"{0: 20, 1: 4, 2: 6, 3: 2, 4: 3}",0
442,False,"{'a': 0.95, 'e': 0.9038979753550274}",25,5,-64.95060042832003,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",1
443,False,"{'a': 0.95, 'e': 0.9034697753620612}",20,0,-83.53822881100083,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
444,False,"{'a': 0.95, 'e': 0.903040671899395}",30,0,-192.50969532304873,"{0: 15, 1: 6, 2: 6, 3: 0, 4: 3}",0
445,False,"{'a': 0.95, 'e': 0.9026106653961321}",30,14,-104.49978897126871,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 1}",1
446,False,"{'a': 0.95, 'e': 0.9021797562822791}",20,7,-24.03046711481703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
447,False,"{'a': 0.95, 'e': 0.901747944988745}",25,0,-174.14883470945935,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
448,False,"{'a': 0.95, 'e': 0.901315231947341}",30,0,-241.60979510263388,"{0: 16, 1: 3, 2: 5, 3: 2, 4: 4}",0
449,False,"{'a': 0.95, 'e': 0.9008816175907802}",35,0,-181.55151121645227,"{0: 22, 1: 5, 2: 4, 3: 1, 4: 3}",0
450,False,"{'a': 0.95, 'e': 0.9004471023526769}",30,0,-219.6473578254076,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
451,False,"{'a': 0.95, 'e': 0.9000116866675463}",20,0,-69.79342761975322,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
452,False,"{'a': 0.95, 'e': 0.899575370970804}",25,4,-79.78329655259104,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 1}",1
453,False,"{'a': 0.95, 'e': 0.8991381556987657}",30,0,-179.55841026867637,"{0: 16, 1: 5, 2: 4, 3: 3, 4: 2}",0
454,False,"{'a': 0.95, 'e': 0.8987000412886466}",20,0,-208.65344719206803,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
455,False,"{'a': 0.95, 'e': 0.8982610281785611}",25,8,-127.15810504307692,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 2}",1
456,False,"{'a': 0.95, 'e': 0.8978211168075223}",25,0,-108.06103968839099,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
457,False,"{'a': 0.95, 'e': 0.8973803076154415}",25,0,-88.31295371298533,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
458,False,"{'a': 0.95, 'e': 0.896938601043128}",20,0,-163.95795117236938,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
459,False,"{'a': 0.95, 'e': 0.8964959975322879}",25,0,-109.27322713698254,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
460,False,"{'a': 0.95, 'e': 0.8960524975255253}",20,0,-145.6609603781084,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
461,False,"{'a': 0.95, 'e': 0.8956081014663396}",20,0,-68.32797316121795,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
462,False,"{'a': 0.95, 'e': 0.8951628097991272}",20,0,-151.285463930691,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
463,False,"{'a': 0.95, 'e': 0.8947166229691795}",20,0,-54.38720821624146,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
464,False,"{'a': 0.95, 'e': 0.8942695414226836}",25,0,-127.89412743822706,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
465,False,"{'a': 0.95, 'e': 0.8938215656067205}",30,0,-52.61506081762385,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
466,False,"{'a': 0.95, 'e': 0.8933726959692665}",20,0,-203.70291063606118,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
467,False,"{'a': 0.95, 'e': 0.8929229329591909}",20,15,2.9247431008577975,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.95, 'e': 0.8924722770262568}",25,0,-101.12821929252674,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
469,False,"{'a': 0.95, 'e': 0.89202072862112}",30,0,-149.2737286594262,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
470,False,"{'a': 0.95, 'e': 0.8915682881953289}",20,0,-104.23446788560017,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
471,False,"{'a': 0.95, 'e': 0.891114956201324}",30,0,-65.61830365659267,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
472,False,"{'a': 0.95, 'e': 0.890660733092437}",20,0,-236.6406824981868,"{0: 9, 1: 3, 2: 1, 3: 3, 4: 4}",0
473,False,"{'a': 0.95, 'e': 0.8902056193228912}",20,0,-151.7569923567928,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
474,False,"{'a': 0.95, 'e': 0.8897496153478003}",20,0,-104.04336408748338,"{0: 13, 1: 4, 2: 0, 3: 1, 4: 2}",0
475,False,"{'a': 0.95, 'e': 0.8892927216231682}",20,7,-33.826422505690495,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
476,False,"{'a': 0.95, 'e': 0.8888349386058886}",20,0,-200.426231279029,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
477,False,"{'a': 0.95, 'e': 0.8883762667537444}",25,0,-128.54725044651255,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
478,False,"{'a': 0.95, 'e': 0.8879167065254074}",20,0,-61.281771213792425,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
479,False,"{'a': 0.95, 'e': 0.8874562583804381}",20,0,-107.32877858834632,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
480,False,"{'a': 0.95, 'e': 0.8869949227792842}",20,0,-181.785542220068,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
481,False,"{'a': 0.95, 'e': 0.8865327001832815}",25,0,-33.54587150153912,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
482,False,"{'a': 0.95, 'e': 0.8860695910546524}",25,10,-8.623801423271342,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
483,False,"{'a': 0.95, 'e': 0.8856055958565062}",20,0,-144.40630299096642,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
484,False,"{'a': 0.95, 'e': 0.8851407150528379}",30,0,-56.01922149272758,"{0: 20, 1: 6, 2: 3, 3: 1, 4: 0}",0
485,False,"{'a': 0.95, 'e': 0.8846749491085283}",25,0,-125.26466612974264,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
486,False,"{'a': 0.95, 'e': 0.8842082984893433}",20,0,-102.21817715455462,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
487,False,"{'a': 0.95, 'e': 0.8837407636619335}",30,0,-163.0397269853217,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
488,False,"{'a': 0.95, 'e': 0.8832723450938338}",25,2,-191.16126339315926,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 3}",1
489,False,"{'a': 0.95, 'e': 0.8828030432534625}",25,6,-90.27754774790044,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
490,False,"{'a': 0.95, 'e': 0.8823328586101216}",20,2,-95.41279315769519,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 1}",1
491,False,"{'a': 0.95, 'e': 0.8818617916339955}",25,0,-35.02350289984699,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
492,False,"{'a': 0.95, 'e': 0.8813898427961513}",30,5,-208.10236252884152,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",1
493,False,"{'a': 0.95, 'e': 0.8809170125685377}",35,0,-225.7010196209572,"{0: 17, 1: 5, 2: 8, 3: 3, 4: 2}",0
494,False,"{'a': 0.95, 'e': 0.880443301423985}",25,0,-145.47333829703143,"{0: 11, 1: 4, 2: 8, 3: 1, 4: 1}",0
495,False,"{'a': 0.95, 'e': 0.8799687098362042}",20,0,-93.47180777353299,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
496,False,"{'a': 0.95, 'e': 0.879493238279787}",20,0,-73.23249516651445,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
497,False,"{'a': 0.95, 'e': 0.8790168872302047}",30,0,-166.22082363111628,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
498,False,"{'a': 0.95, 'e': 0.8785396571638084}",25,0,-82.76149186116814,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
499,False,"{'a': 0.95, 'e': 0.8780615485578283}",30,0,-111.94798436842733,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
500,False,"{'a': 0.95, 'e': 0.8775825618903728}",25,0,-108.90992216929959,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
501,False,"{'a': 0.95, 'e': 0.8771026976404284}",30,0,-164.73980764195352,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
502,False,"{'a': 0.95, 'e': 0.8766219562878595}",20,0,-64.22389927648769,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
503,False,"{'a': 0.95, 'e': 0.8761403383134074}",20,0,-82.77109703897641,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
504,False,"{'a': 0.95, 'e': 0.87565784419869}",20,0,-161.51350392966265,"{0: 8, 1: 0, 2: 9, 3: 2, 4: 1}",0
505,False,"{'a': 0.95, 'e': 0.8751744744262013}",30,0,-170.84239025635657,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
506,False,"{'a': 0.95, 'e': 0.8746902294793112}",20,0,-55.14033874206695,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
507,False,"{'a': 0.95, 'e': 0.8742051098422645}",25,0,-159.98159042735546,"{0: 12, 1: 4, 2: 4, 3: 4, 4: 1}",0
508,False,"{'a': 0.95, 'e': 0.8737191160001807}",20,0,-126.58803177513707,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
509,False,"{'a': 0.95, 'e': 0.8732322484390538}",20,0,-116.5592330718121,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
510,False,"{'a': 0.95, 'e': 0.8727445076457513}",25,0,-78.73860713844653,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
511,False,"{'a': 0.95, 'e': 0.8722558941080137}",20,0,-76.97253667634874,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
512,False,"{'a': 0.95, 'e': 0.8717664083144548}",25,0,-78.70174467670155,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
513,False,"{'a': 0.95, 'e': 0.8712760507545603}",20,0,-136.9457507594442,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
514,False,"{'a': 0.95, 'e': 0.8707848219186876}",25,0,-107.04396340328957,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
515,False,"{'a': 0.95, 'e': 0.8702927222980654}",20,0,-40.24673625003274,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
516,False,"{'a': 0.95, 'e': 0.8697997523847936}",20,0,-120.6923087173255,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
517,False,"{'a': 0.95, 'e': 0.8693059126718419}",20,0,-167.40314645845243,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
518,False,"{'a': 0.95, 'e': 0.8688112036530499}",20,0,-184.95242144659812,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
519,False,"{'a': 0.95, 'e': 0.8683156258231266}",20,0,-136.68455906766042,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
520,False,"{'a': 0.95, 'e': 0.8678191796776499}",25,0,-117.57944411680441,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
521,False,"{'a': 0.95, 'e': 0.8673218657130658}",20,1,-92.67499963410913,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 1}",1
522,False,"{'a': 0.95, 'e': 0.8668236844266883}",25,8,-61.85828670690734,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
523,False,"{'a': 0.95, 'e': 0.8663246363166986}",25,2,-35.66167659429058,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
524,False,"{'a': 0.95, 'e': 0.8658247218821449}",30,0,-215.5961650669665,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
525,False,"{'a': 0.95, 'e': 0.8653239416229412}",20,0,-227.12935698268856,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 5}",1
526,False,"{'a': 0.95, 'e': 0.8648222960398682}",20,2,-51.81178521478391,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
527,False,"{'a': 0.95, 'e': 0.8643197856345712}",25,0,-248.77598040194138,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 5}",0
528,False,"{'a': 0.95, 'e': 0.8638164109095605}",25,0,-110.07033631488109,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
529,False,"{'a': 0.95, 'e': 0.863312172368211}",20,0,-123.36321657499074,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
530,False,"{'a': 0.95, 'e': 0.862807070514761}",30,0,-188.5376919326473,"{0: 19, 1: 0, 2: 8, 3: 0, 4: 3}",0
531,False,"{'a': 0.95, 'e': 0.8623011058543124}",30,0,-122.03571985317785,"{0: 19, 1: 0, 2: 10, 3: 0, 4: 1}",0
532,False,"{'a': 0.95, 'e': 0.8617942788928298}",25,0,-74.27087420852932,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
533,False,"{'a': 0.95, 'e': 0.8612865901371402}",20,0,-69.62892355102228,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
534,False,"{'a': 0.95, 'e': 0.8607780400949321}",20,0,-113.9276287802825,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
535,False,"{'a': 0.95, 'e': 0.8602686292747557}",25,10,-24.778797240381692,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
536,False,"{'a': 0.95, 'e': 0.8597583581860216}",20,0,-56.821774901464664,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
537,False,"{'a': 0.95, 'e': 0.8592472273390012}",20,0,-57.847886100429854,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
538,False,"{'a': 0.95, 'e': 0.8587352372448249}",30,0,-199.855629323011,"{0: 18, 1: 4, 2: 2, 3: 3, 4: 3}",0
539,False,"{'a': 0.95, 'e': 0.8582223884154829}",20,0,-80.72768964559583,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",1
540,False,"{'a': 0.95, 'e': 0.8577086813638242}",25,0,-28.915355093844788,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
541,False,"{'a': 0.95, 'e': 0.8571941166035554}",25,0,-73.03452774934308,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
542,False,"{'a': 0.95, 'e': 0.8566786946492415}",20,10,-10.392376675584536,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
543,False,"{'a': 0.95, 'e': 0.8561624160163044}",20,0,-167.5534072625,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
544,False,"{'a': 0.95, 'e': 0.8556452812210225}",25,0,-130.4790518571781,"{0: 10, 1: 1, 2: 14, 3: 0, 4: 0}",0
545,False,"{'a': 0.95, 'e': 0.8551272907805307}",30,13,-58.45732014593103,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
546,False,"{'a': 0.95, 'e': 0.8546084452128195}",30,0,-180.10595518569446,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
547,False,"{'a': 0.95, 'e': 0.8540887450367343}",20,1,-72.79158667287136,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
548,False,"{'a': 0.95, 'e': 0.8535681907719751}",20,0,-184.39510399392526,"{0: 9, 1: 2, 2: 4, 3: 3, 4: 2}",0
549,False,"{'a': 0.95, 'e': 0.8530467829390963}",25,0,-88.07079301476463,"{0: 12, 1: 5, 2: 8, 3: 0, 4: 0}",0
550,False,"{'a': 0.95, 'e': 0.8525245220595057}",25,5,-99.52310855634431,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",1
